timestamp,user,desc,url
2023-05-16T17:03:25Z,ErikBjare,PushEvent on ActivityWatch/aw-leaderboard,https://github.com/ActivityWatch/aw-leaderboard
2023-05-16T16:43:53Z,ErikBjare,PushEvent on ActivityWatch/aw-leaderboard,https://github.com/ActivityWatch/aw-leaderboard
2023-05-16T16:42:41Z,ErikBjare,PushEvent on ActivityWatch/aw-leaderboard,https://github.com/ActivityWatch/aw-leaderboard
2023-05-16T16:39:16Z,ErikBjare,PushEvent on ActivityWatch/aw-leaderboard,https://github.com/ActivityWatch/aw-leaderboard
2023-05-16T16:38:29Z,ErikBjare,CreateEvent on ActivityWatch/aw-leaderboard,https://github.com/ActivityWatch/aw-leaderboard
2023-05-16T16:38:23Z,ErikBjare,CreateEvent on ActivityWatch/aw-leaderboard,https://github.com/ActivityWatch/aw-leaderboard
2023-05-16T14:31:10Z,ErikBjare,PushEvent on ErikBjare/dotfiles,https://github.com/ErikBjare/dotfiles
2023-05-16T14:30:01Z,ErikBjare,PushEvent on ErikBjare/dotfiles,https://github.com/ErikBjare/dotfiles
2023-05-16T09:56:34Z,ErikBjare,IssueCommentEvent on ActivityWatch/activitywatch,https://github.com/ActivityWatch/activitywatch
2023-05-16T09:54:50Z,ErikBjare,IssuesEvent on ActivityWatch/activitywatch,https://github.com/ActivityWatch/activitywatch
2023-05-16T06:41:16Z,ErikBjare,IssueCommentEvent on nowsprinting/check-version-format-action,https://github.com/nowsprinting/check-version-format-action
2023-05-15T13:12:29Z,ErikBjare,IssuesEvent on nowsprinting/check-version-format-action,https://github.com/nowsprinting/check-version-format-action
2023-05-15T13:08:53Z,ErikBjare,PushEvent on ActivityWatch/activitywatch,https://github.com/ActivityWatch/activitywatch
2023-05-15T13:04:05Z,ErikBjare,PushEvent on ActivityWatch/activitywatch,https://github.com/ActivityWatch/activitywatch
2023-05-15T13:02:49Z,ErikBjare,PullRequestEvent on ActivityWatch/activitywatch,https://github.com/ActivityWatch/activitywatch
2023-05-15T13:02:26Z,ErikBjare,IssuesEvent on uniswap-python/uniswap-python,https://github.com/uniswap-python/uniswap-python
2023-05-15T13:02:25Z,ErikBjare,IssueCommentEvent on uniswap-python/uniswap-python,https://github.com/uniswap-python/uniswap-python
2023-05-15T12:56:36Z,ErikBjare,PushEvent on ActivityWatch/activitywatch,https://github.com/ActivityWatch/activitywatch
2023-05-15T12:47:25Z,ErikBjare,PushEvent on ActivityWatch/activitywatch,https://github.com/ActivityWatch/activitywatch
2023-05-15T12:37:26Z,ErikBjare,CreateEvent on ActivityWatch/activitywatch,https://github.com/ActivityWatch/activitywatch
2023-05-15T12:36:42Z,ErikBjare,PushEvent on ActivityWatch/activitywatch,https://github.com/ActivityWatch/activitywatch
2023-05-15T12:36:27Z,ErikBjare,PushEvent on ActivityWatch/aw-server,https://github.com/ActivityWatch/aw-server
2023-05-15T12:34:11Z,ErikBjare,PushEvent on ActivityWatch/aw-server-rust,https://github.com/ActivityWatch/aw-server-rust
2023-05-15T12:33:36Z,ErikBjare,PushEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:33:36Z,ErikBjare,PullRequestEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:33:03Z,ErikBjare,PushEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:33:01Z,ErikBjare,PullRequestEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:24:22Z,ErikBjare,IssueCommentEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:24:04Z,ErikBjare,PushEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:20:46Z,ErikBjare,PushEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:20:45Z,ErikBjare,PullRequestEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:18:31Z,ErikBjare,PushEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:18:31Z,ErikBjare,PullRequestEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:17:57Z,ErikBjare,PushEvent on tmotyl/aw-webui,https://github.com/tmotyl/aw-webui
2023-05-15T12:17:27Z,ErikBjare,PullRequestEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:17:27Z,ErikBjare,PushEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:16:43Z,ErikBjare,PullRequestEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:16:43Z,ErikBjare,PushEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:16:09Z,ErikBjare,DeleteEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:16:08Z,ErikBjare,PushEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:16:07Z,ErikBjare,PullRequestEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:10:46Z,ErikBjare,PushEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:09:51Z,ErikBjare,IssueCommentEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T12:08:10Z,ErikBjare,PushEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T11:58:20Z,ErikBjare,PushEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T11:58:13Z,ErikBjare,PullRequestEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T11:54:33Z,ErikBjare,PushEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T11:33:22Z,ErikBjare,PushEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T11:28:35Z,ErikBjare,PullRequestEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T11:28:28Z,ErikBjare,CreateEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T11:06:55Z,ErikBjare,PushEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T11:06:57Z,ErikBjare,DeleteEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T11:06:55Z,ErikBjare,PullRequestEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T11:06:12Z,ErikBjare,IssueCommentEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T11:05:35Z,ErikBjare,IssueCommentEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T11:05:22Z,ErikBjare,DeleteEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T11:05:20Z,ErikBjare,PullRequestEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T11:05:21Z,ErikBjare,PushEvent on ActivityWatch/aw-webui,https://github.com/ActivityWatch/aw-webui
2023-05-15T11:04:30Z,ErikBjare,DeleteEvent on ActivityWatch/aw-server,https://github.com/ActivityWatch/aw-server
